featurizer,dataset_and_task,n_valid,rogi
vae,PPBR_AZ,1614,0.2987343710916782
vae,PPBR_AZ,1614,0.2931393597808719
vae,PPBR_AZ,1614,0.2971362698306233
vae,OSIMERTINIB_MPO,10000,0.4274092348224083
vae,OSIMERTINIB_MPO,10000,0.43111902294805415
vae,OSIMERTINIB_MPO,10000,0.43324944677357896
vae,OSIMERTINIB_MPO,10000,0.4282632787740044
vae,OSIMERTINIB_MPO,10000,0.4283323229925706
vae,SCAFFOLD HOP,10000,0.19999212727431528
vae,SCAFFOLD HOP,10000,0.20458527873867288
vae,SCAFFOLD HOP,10000,0.20304635675271798
vae,SCAFFOLD HOP,10000,0.19746326319981694
vae,SCAFFOLD HOP,10000,0.20089463515197792
vae,CELECOXIB_REDISCOVERY,10000,0.18180108050511562
vae,CELECOXIB_REDISCOVERY,10000,0.18802625355726632
vae,CELECOXIB_REDISCOVERY,10000,0.1836013475592984
vae,CELECOXIB_REDISCOVERY,10000,0.18531819844648886
vae,CELECOXIB_REDISCOVERY,10000,0.18658885341337772
vae,AMLODIPINE_MPO,10000,0.34170045702079654
vae,AMLODIPINE_MPO,10000,0.33874676806161225
vae,AMLODIPINE_MPO,10000,0.3434075193009658
vae,AMLODIPINE_MPO,10000,0.3341862702097831
vae,AMLODIPINE_MPO,10000,0.33906125647350316
vae,LOGP,10000,0.08826593599685464
vae,LOGP,10000,0.08705543497355148
vae,LOGP,10000,0.0877273388774023
vae,LOGP,10000,0.08753502217628643
vae,LOGP,10000,0.08867271311947142
vae,PERINDOPRIL_MPO,10000,0.36317145346178226
vae,PERINDOPRIL_MPO,10000,0.3678246498349781
vae,PERINDOPRIL_MPO,10000,0.36590703449734446
vae,PERINDOPRIL_MPO,10000,0.36215331852972177
vae,PERINDOPRIL_MPO,10000,0.36355085772779433
vae,ARIPIPRAZOLE_SIMILARITY,10000,0.19488981273087247
vae,ARIPIPRAZOLE_SIMILARITY,10000,0.1952103098341994
vae,ARIPIPRAZOLE_SIMILARITY,10000,0.19346336356330338
vae,ARIPIPRAZOLE_SIMILARITY,10000,0.19175103858845446
vae,ARIPIPRAZOLE_SIMILARITY,10000,0.19599252509376697
vae,QED,10000,0.2851491185052657
vae,QED,10000,0.28503310019232453
vae,QED,10000,0.28843817794933146
vae,QED,10000,0.2866355546542388
vae,QED,10000,0.2818737235907074
vae,FEXOFENADINE_MPO,10000,0.45188998629984634
vae,FEXOFENADINE_MPO,10000,0.4482729000085041
vae,FEXOFENADINE_MPO,10000,0.44630834993360813
vae,FEXOFENADINE_MPO,10000,0.4485660293573284
vae,FEXOFENADINE_MPO,10000,0.4522179083197997
vae,MEDIAN 1,10000,0.17584464330797478
vae,MEDIAN 1,10000,0.17937415246231192
vae,MEDIAN 1,10000,0.1748911202936002
vae,MEDIAN 1,10000,0.17517331624776017
vae,MEDIAN 1,10000,0.17216611870563023
vae,ZALEPLON_MPO,10000,0.3345454181339313
vae,ZALEPLON_MPO,10000,0.3303290141942916
vae,ZALEPLON_MPO,10000,0.3360085545436051
vae,ZALEPLON_MPO,10000,0.3307465149920486
vae,ZALEPLON_MPO,10000,0.3334999007549999
vae,RANOLAZINE_MPO,10000,0.20439251059611757
vae,RANOLAZINE_MPO,10000,0.19994239664878344
vae,RANOLAZINE_MPO,10000,0.20840593788211575
vae,RANOLAZINE_MPO,10000,0.20512227222451596
vae,RANOLAZINE_MPO,10000,0.2045495774049622
vae,VALSARTAN_SMARTS,10000,0.018546953061091075
vae,VALSARTAN_SMARTS,10000,0.018442579913291207
vae,VALSARTAN_SMARTS,10000,0.01849585624481144
vae,VALSARTAN_SMARTS,10000,0.018456159921666476
vae,VALSARTAN_SMARTS,10000,0.018485904857401557
vae,SOLUBILITY_AQSOLDB,9982,0.22668705050747104
vae,SOLUBILITY_AQSOLDB,9982,0.22413600827561342
vae,SOLUBILITY_AQSOLDB,9982,0.22757392254987502
vae,SOLUBILITY_AQSOLDB,9982,0.2249158199738447
vae,SOLUBILITY_AQSOLDB,9982,0.22529516333351107
vae,HERG_CENTRAL/hERG_at_1uM,10000,0.12114580551978561
vae,HERG_CENTRAL/hERG_at_1uM,10000,0.12959851710262482
vae,HERG_CENTRAL/hERG_at_1uM,10000,0.13987445824506284
vae,HERG_CENTRAL/hERG_at_1uM,10000,0.1122869655840932
vae,HERG_CENTRAL/hERG_at_1uM,10000,0.11206699724749801
vae,HERG_CENTRAL/hERG_at_10uM,10000,0.19465194311066722
vae,HERG_CENTRAL/hERG_at_10uM,10000,0.17620144993758152
vae,HERG_CENTRAL/hERG_at_10uM,10000,0.215850875064656
vae,HERG_CENTRAL/hERG_at_10uM,10000,0.1730542869469138
vae,HERG_CENTRAL/hERG_at_10uM,10000,0.21206640782367145
vae,HERG_CENTRAL/hERG_inhib,10000,0.3800149729439596
vae,HERG_CENTRAL/hERG_inhib,10000,0.38463039008374494
vae,HERG_CENTRAL/hERG_inhib,10000,0.3690533132083349
vae,HERG_CENTRAL/hERG_inhib,10000,0.37177513209894736
vae,HERG_CENTRAL/hERG_inhib,10000,0.37223053352198343
